Date,Confirmed,Deaths,Recovered,Infected,CFR,Recovery_rate,Mortality_rate
1-01-18,1539,35,1402,102,2.27420402858999,91.0981156595192,3.59569647731568E-05
1-01-19,1540,35,1402,103,2.27272727272727,91.038961038961,3.59569647731568E-05
1-01-20,1544,35,1406,103,2.26683937823834,91.0621761658031,3.59569647731568E-05
1-01-21,1546,35,1411,100,2.26390685640362,91.267787839586,3.59569647731568E-05
1-01-22,1548,35,1411,102,2.2609819121447,91.1498708010336,3.59569647731568E-05
1-01-23,1548,35,1411,102,2.2609819121447,91.1498708010336,3.59569647731568E-05
1-01-24,1548,35,1411,102,2.2609819121447,91.1498708010336,3.59569647731568E-05
1-01-25,1549,35,1425,89,2.25952227243383,91.994835377663,3.59569647731568E-05
1-01-26,1551,35,1430,86,2.25660863958736,92.1985815602837,3.59569647731568E-05
1-01-27,1553,35,1430,88,2.25370251126851,92.0798454603992,3.59569647731568E-05
1-01-28,1651,35,1430,186,2.11992731677771,86.6141732283465,3.59569647731568E-05
1-01-29,1657,35,1448,174,2.11225105612553,87.3868436934218,3.59569647731568E-05
1-01-30,1767,35,1456,276,1.98075834748161,82.3995472552349,3.59569647731568E-05
1-01-31,1817,35,1457,325,1.9262520638415,80.1871216290589,3.59569647731568E-05
1-02-01,1850,35,1460,355,1.89189189189189,78.9189189189189,3.59569647731568E-05
1-02-02,1882,35,1460,387,1.85972369819341,77.577045696068,3.59569647731568E-05
1-02-03,1948,35,1461,452,1.79671457905544,75,3.59569647731568E-05
1-02-04,1957,35,1465,457,1.78845171180378,74.8594787940726,3.59569647731568E-05
1-02-05,1976,35,1465,476,1.77125506072874,74.1396761133603,3.59569647731568E-05
1-02-06,1985,35,1468,482,1.7632241813602,73.9546599496222,3.59569647731568E-05
1-02-07,2001,35,1472,494,1.74912543728136,73.5632183908046,3.59569647731568E-05
1-02-08,2050,35,1472,543,1.70731707317073,71.8048780487805,3.59569647731568E-05
1-02-09,2064,35,1472,557,1.69573643410853,71.3178294573643,3.59569647731568E-05
1-02-10,2091,35,1480,576,1.67384026781444,70.779531324725,3.59569647731568E-05
1-02-11,2140,35,1528,577,1.63551401869159,71.4018691588785,3.59569647731568E-05
1-02-12,2142,35,1529,578,1.63398692810458,71.3818860877684,3.59569647731568E-05
1-02-13,2195,35,1529,631,1.59453302961276,69.6583143507973,3.59569647731568E-05
1-02-14,2228,35,1532,661,1.57091561938959,68.7612208258528,3.59569647731568E-05
1-02-15,2269,35,1541,693,1.54252974878801,67.9153812252093,3.59569647731568E-05
1-02-16,2311,35,1573,703,1.51449588922544,68.0657723929035,3.59569647731568E-05
1-02-17,2329,35,1574,720,1.50279089738085,67.582653499356,3.59569647731568E-05
1-02-18,2347,35,1605,707,1.49126544524925,68.3851725607158,3.59569647731568E-05
1-02-19,2362,35,1627,700,1.48179508890771,68.8823031329382,3.59569647731568E-05
1-02-20,2368,35,1627,706,1.47804054054054,68.7077702702703,3.59569647731568E-05
1-02-21,2383,35,1702,646,1.4687368862778,71.4225765841376,3.59569647731568E-05
1-02-22,2392,35,1717,640,1.46321070234114,71.7809364548495,3.59569647731568E-05
1-02-23,2403,35,1760,608,1.45651269246775,73.2417811069496,3.59569647731568E-05
1-02-24,2412,35,1804,573,1.45107794361526,74.7927031509121,3.59569647731568E-05
1-02-25,2421,35,1804,582,1.44568360181743,74.514663362247,3.59569647731568E-05
1-02-26,2426,35,1839,552,1.44270403957131,75.8037922506183,3.59569647731568E-05
1-02-27,2432,35,1844,553,1.43914473684211,75.8223684210526,3.59569647731568E-05
1-02-28,2448,35,1876,537,1.4297385620915,76.6339869281046,3.59569647731568E-05
1-03-01,2448,35,1876,537,1.4297385620915,76.6339869281046,3.59569647731568E-05
1-03-02,2475,35,1898,542,1.41414141414141,76.6868686868687,3.59569647731568E-05
1-03-03,2482,35,1898,549,1.41015310233683,76.4705882352941,3.59569647731568E-05
1-03-04,2488,35,1920,533,1.40675241157556,77.1704180064309,3.59569647731568E-05
1-03-05,2494,35,1920,539,1.40336808340016,76.9847634322374,3.59569647731568E-05
1-03-06,2501,35,1920,546,1.39944022391044,76.7692922830868,3.59569647731568E-05
1-03-07,2512,35,1920,557,1.39331210191083,76.4331210191083,3.59569647731568E-05
1-03-08,2524,35,1920,569,1.38668779714738,76.0697305863708,3.59569647731568E-05
1-03-09,2526,35,2004,487,1.38558986539984,79.3349168646081,3.59569647731568E-05
1-03-10,2529,35,2004,490,1.38394622380388,79.2408066429419,3.59569647731568E-05
1-03-11,2533,35,2048,450,1.38176075799447,80.8527437820766,3.59569647731568E-05
1-03-12,2550,35,2086,429,1.37254901960784,81.8039215686274,3.59569647731568E-05
1-03-13,2553,35,2086,432,1.37093615354485,81.707794751273,3.59569647731568E-05
1-03-14,2554,35,2086,433,1.37039937353172,81.6758026624902,3.59569647731568E-05
1-03-15,2557,35,2115,407,1.3687915526007,82.7141181071568,3.59569647731568E-05
1-03-16,2560,35,2158,367,1.3671875,84.296875,3.59569647731568E-05
1-03-17,2567,35,2198,334,1.36345929100117,85.6252434748734,3.59569647731568E-05
1-03-18,2570,35,2198,337,1.36186770428016,85.5252918287938,3.59569647731568E-05
1-03-19,2571,35,2198,338,1.36133800077791,85.4920264488526,3.59569647731568E-05
1-03-20,2572,35,2198,339,1.36080870917574,85.4587869362364,3.59569647731568E-05
1-03-21,2572,35,2198,339,1.36080870917574,85.4587869362364,3.59569647731568E-05
1-03-22,2575,35,2233,307,1.35922330097087,86.7184466019417,3.59569647731568E-05
1-03-23,2575,35,2246,294,1.35922330097087,87.2233009708738,3.59569647731568E-05
1-03-24,2576,35,2265,276,1.35869565217391,87.9270186335404,3.59569647731568E-05
1-03-25,2579,35,2265,279,1.35711516091508,87.8247382706475,3.59569647731568E-05
1-03-26,2586,35,2265,286,1.35344160866203,87.5870069605568,3.59569647731568E-05
1-03-27,2586,35,2308,243,1.35344160866203,89.2498066511988,3.59569647731568E-05
1-03-28,2591,35,2308,248,1.35082979544577,89.0775762253956,3.59569647731568E-05
1-03-29,2594,35,2308,251,1.34926754047803,88.9745566692367,3.59569647731568E-05
1-03-30,2594,35,2359,200,1.34926754047803,90.940632228219,3.59569647731568E-05
1-03-31,2603,35,2359,209,1.34460238186708,90.6262005378409,3.59569647731568E-05
1-04-01,2617,35,2359,223,1.33740924722965,90.1413832632786,3.59569647731568E-05
1-04-02,2620,35,2383,202,1.33587786259542,90.9541984732824,3.59569647731568E-05
1-04-03,2626,35,2383,208,1.33282559025133,90.7463823305407,3.59569647731568E-05
1-04-04,2631,35,2383,213,1.33029266438617,90.573926263778,3.59569647731568E-05
1-04-05,2637,35,2416,186,1.32726583238529,91.6192643155101,3.59569647731568E-05
1-04-06,2648,35,2422,191,1.32175226586103,91.4652567975831,3.59569647731568E-05
1-04-07,2659,35,2429,195,1.31628431741256,91.3501316284317,3.59569647731568E-05
1-04-08,2668,35,2429,204,1.31184407796102,91.0419790104948,3.59569647731568E-05
1-04-09,2683,35,2429,219,1.30450987700335,90.5329854640328,3.59569647731568E-05
1-04-10,2692,35,2429,228,1.3001485884101,90.2303120356612,3.59569647731568E-05
1-04-11,2693,35,2429,229,1.2996658002228,90.1968065354623,3.59569647731568E-05
1-04-12,2705,35,2445,225,1.29390018484288,90.3881700554529,3.59569647731568E-05
1-04-13,2714,35,2445,234,1.28960943257185,90.0884303610906,3.59569647731568E-05
1-04-14,2733,35,2445,253,1.28064398097329,89.4621295279912,3.59569647731568E-05
1-04-15,2758,35,2445,278,1.26903553299492,88.6511965192168,3.59569647731568E-05
1-04-16,2772,35,2445,292,1.26262626262626,88.2034632034632,3.59569647731568E-05
1-04-17,2781,35,2475,271,1.25854009349155,88.9967637540453,3.59569647731568E-05
1-04-18,2785,35,2475,275,1.25673249551167,88.8689407540395,3.59569647731568E-05
1-04-19,2791,35,2475,281,1.25403081332856,88.6778932282336,3.59569647731568E-05
1-04-20,2800,35,2490,275,1.25,88.9285714285714,3.59569647731568E-05
1-04-21,2812,35,2490,287,1.24466571834993,88.5490753911807,3.59569647731568E-05
1-04-22,2824,35,2490,299,1.23937677053824,88.1728045325779,3.59569647731568E-05
1-04-23,2830,35,2490,305,1.23674911660777,87.9858657243816,3.59569647731568E-05
1-04-24,2833,35,2490,308,1.23543946346629,87.8926932580303,3.59569647731568E-05
1-04-25,2843,35,2516,292,1.23109391487865,88.498065423848,3.59569647731568E-05
1-04-26,2852,35,2516,301,1.22720897615708,88.218793828892,3.59569647731568E-05
