Date,Japan,South Korea,Vietnam,Brazil,India,USA,Global
02/02/2021,"1,509629213","1,816898034","1,859723698","2,43777669","1,434461595","1,71672273","2,236806225"
03/02/2021,"1,528848576","1,815400817","1,796714579","2,436585998","1,433738427","1,723551481","2,241056025"
04/02/2021,"1,544962102","1,820768492","1,788451712","2,434949613","1,43320246","1,729528949","2,243390743"
05/02/2021,"1,56224338","1,818091501","1,771255061","2,434952708","1,432528621","1,73451833","2,248285269"
06/02/2021,"1,576728165","1,818384098","1,763224181","2,434952708","1,431653456","1,73771671","2,250218844"
07/02/2021,"1,583182384","1,815606331","1,749125437","2,430895026","1,430865696","1,737264125","2,24949792"
08/02/2021,"1,598802925","1,818695007","1,707317073","2,430895026","1,43038307","1,737440288","2,251262644"
09/02/2021,"1,615958879","1,81374344","1,695736434","2,432610228","1,429790896","1,742641538","2,257257738"
10/02/2021,"1,638022191","1,814785161","1,673840268","2,431369082","1,429084707","1,748622737","2,26105218"
11/02/2021,"1,649984835","1,819235366","1,635514019","2,431575177","1,428661628","1,753643012","2,264533085"
12/02/2021,"1,65997083","1,81973341","1,633986928","2,431929695","1,42801457","1,757859783","2,267699424"
13/02/2021,"1,670190428","1,822208919","1,59453303","2,431579834","1,427261406","1,760224618","2,269404366"
14/02/2021,"1,673899566","1,820696562","1,570915619","2,432708157","1,426562821","1,760287686","2,269334394"
15/02/2021,"1,68725592","1,81915209","1,542529749","2,430121084","1,426113269","1,760300412","2,27022784"
16/02/2021,"1,70611923","1,810562004","1,514495889","2,42834571","1,425513746","1,762639135","2,273546018"
17/02/2021,"1,718997085","1,804433952","1,502790897","2,426056097","1,424759235","1,766842473","2,276185143"
18/02/2021,"1,730810757","1,799647037","1,491265445","2,427136651","1,423929488","1,771468209","2,278592775"
19/02/2021,"1,741113461","1,793841107","1,481795089","2,42693328","1,423034462","1,775773409","2,280680217"
20/02/2021,"1,754443899","1,789819754","1,478040541","2,426012521","1,422006576","1,777734298","2,281039344"
21/02/2021,"1,761226199","1,788740781","1,468736886","2,42427008","1,420926144","1,778500267","2,280315889"
22/02/2021,"1,771331258","1,794003262","1,463210702","2,424120857","1,420269027","1,779656181","2,281083816"
23/02/2021,"1,779405287","1,788470268","1,456512692","2,422811742","1,419442446","1,783173847","2,283623712"
24/02/2021,"1,791776159","1,786117764","1,451077944","2,421016957","1,418540961","1,789644243","2,285629276"
25/02/2021,"1,804503563","1,782461033","1,445683602","2,420470083","1,417500136","1,793378787","2,286002587"
26/02/2021,"1,818676679","1,785694294","1,44270404","2,41817088","1,416410627","1,795762244","2,28651225"
27/02/2021,"1,823040504","1,787546278","1,439144737","2,417185434","1,415290683","1,797011014","2,28627571"
28/02/2021,"1,825777037","1,782719286","1,429738562","2,416223505","1,414269183","1,797593866","2,285556273"
01/03/2021,"1,834658878","1,777099101","1,429738562","2,415414904","1,413525267","1,799254002","2,286332142"
02/03/2021,"1,845745907","1,775017618","1,414141414","2,417232918","1,412503021","1,802486249","2,289190282"
03/03/2021,"1,854951442","1,774441035","1,410153102","2,418881891","1,411096949","1,806844723","2,290609272"
04/03/2021,"1,865427787","1,775464327","1,406752412","2,417792104","1,409981832","1,80930587","2,290535179"
05/03/2021,"1,873190279","1,772853186","1,403368083","2,417559225","1,408643371","1,811311847","2,290912806"
06/03/2021,"1,872797817","1,767040478","1,399440224","2,416390556","1,407178917","1,812865481","2,28978886"
07/03/2021,"1,87888637","1,769072476","1,393312102","2,408591655","1,405712043","1,812708486","2,287624855"
08/03/2021,"1,886689531","1,763829171","1,386687797","2,410478421","1,404473149","1,812446569","2,287843266"
09/03/2021,"1,894811766","1,758185484","1,385589865","2,412872224","1,403419267","1,815065866","2,288830108"
10/03/2021,"1,901399378","1,753752734","1,383946224","2,416074192","1,401693722","1,816848167","2,288298037"
11/03/2021,"1,905957441","1,755275331","1,381760758","2,419718459","1,399842212","1,81827586","2,287707272"
12/03/2021,"1,91358205","1,751491973","1,37254902","2,420978617","1,398004258","1,819797257","2,286808505"
13/03/2021,"1,919285164","1,745176975","1,370936154","2,422313869","1,396305395","1,81993662","2,285174476"
14/03/2021,"1,919796462","1,744482748","1,370399374","2,422886313","1,39411747","1,819533445","2,283277726"
15/03/2021,"1,925223214","1,741025109","1,368791553","2,424439927","1,392273032","1,818611836","2,28285633"
16/03/2021,"1,933018956","1,74085432","1,3671875","2,431388366","1,390398623","1,819309128","2,282666582"
17/03/2021,"1,93438018","1,734947684","1,363459291","2,435256928","1,387551031","1,819773557","2,281001847"
18/03/2021,"1,935211336","1,728776456","1,361867704","2,440398886","1,384101256","1,821665244","2,279697445"
19/03/2021,"1,936219181","1,723874594","1,361338001","2,445492904","1,380822834","1,821744785","2,278297906"
20/03/2021,"1,933604562","1,718947955","1,360808709","2,449713438","1,377301573","1,82082505","2,276126745"
21/03/2021,"1,933081754","1,712843805","1,360808709","2,450710867","1,373569358","1,820257841","2,273070398"
22/03/2021,"1,937633449","1,713923618","1,359223301","2,452163208","1,37048683","1,819540832","2,271913525"
23/03/2021,"1,94234455","1,709632835","1,359223301","2,462287982","1,367310439","1,819208348","2,271769673"
